node_label;node_id;PPCounter;log10(PP*)
130;96;3;-5.852343283191562
100;34;3;-5.379888573970915
132;100;3;-5.964492622711715
102;39;3;-4.443944773120779
104;43;3;-4.9762849199060835
138;112;3;-5.787683939884345
107;50;3;-3.4697415353226764
140;116;3;-5.528708637133888
109;54;3;-3.5032948438499982
112;59;3;-3.776812535758745
114;63;3;-3.84239141850741
82;1;4;-3.055086407811095
83;2;4;-3.3325333130052357
84;3;4;-3.322627438455903
117;68;4;-5.470875954274419
85;6;4;-4.134945629959103
86;7;4;-3.8114540988151586
119;72;4;-5.709695308570326
87;11;4;-3.080663156028771
88;12;4;-3.150737183068407
120;76;4;-5.7540933799895475
121;77;4;-4.210167480602229
89;15;4;-3.374804490467633
90;16;4;-3.15010714411801
123;81;4;-4.340789776766805
93;21;4;-3.876152099211601
125;86;4;-3.802647749077574
95;25;4;-3.992648283009045
127;90;4;-4.47828611328534
98;30;4;-5.279972226522341
130;96;4;-5.466437282301145
100;34;4;-5.319451878981128
132;100;4;-5.562144207636947
102;39;4;-4.380779740751256
104;43;4;-4.91790408543116
107;50;4;-3.39157229737937
109;54;4;-3.4262027274154883
112;59;4;-3.706529489210627
114;63;4;-3.773111896787136
82;1;5;-3.5930540103356163
83;2;5;-3.801061742278431
84;3;5;-3.745823560700184
117;68;5;-5.560122532094169
85;6;5;-4.390076252537788
86;7;5;-4.016119337042453
119;72;5;-5.365554478080557
87;11;5;-3.674503019028109
88;12;5;-3.612208565910169
121;77;5;-4.793589351383363
89;15;5;-4.058914428777348
90;16;5;-3.6616506793036474
123;81;5;-5.063998824592276
93;21;5;-4.623047897715692
125;86;5;-4.409714582734225
95;25;5;-4.82065509648274
127;90;5;-4.751085332919723
130;96;5;-5.107467944937263
132;100;5;-5.1898339011950245
102;39;5;-5.406178495790503
138;112;5;-5.02236565842953
107;50;5;-3.9676694792794454
140;116;5;-5.253702175703195
109;54;5;-3.9979808342646272
112;59;5;-4.265708380991485
114;63;5;-4.296782535387712
82;1;6;-3.538986208733613
83;2;6;-3.7222780300375278
84;3;6;-3.646400239409984
85;6;6;-4.4515022428463835
86;7;6;-4.067135019140917
87;11;6;-3.636079910546282
88;12;6;-3.510172678807847
89;15;6;-3.7626271414005243
90;16;6;-3.4181707205876024
91;19;6;-5.175247676058978
92;20;6;-5.357233007327632
93;21;6;-3.4102677628082794
94;24;6;-5.761039254227059
95;25;6;-3.5599588635359503
98;30;6;-4.606496212654776
100;34;6;-4.698576309317847
102;39;6;-4.092226017334692
104;43;6;-4.765954784130419
106;49;6;-5.043038659800814
107;50;6;-3.188157336897213
108;53;6;-5.021249023649005
109;54;6;-3.1698018763481235
110;57;6;-5.18180138775935
111;58;6;-4.999389011516928
112;59;6;-3.1283235133916145
113;62;6;-4.949112024944452
114;63;6;-3.103882751579151
115;66;6;-5.038808530308041
116;67;6;-4.743975083593935
117;68;6;-3.3926178752533938
118;71;6;-4.935511211886502
119;72;6;-3.425838669270644
120;76;6;-4.265390330798522
121;77;6;-3.362556378885337
122;80;6;-4.735734289731827
123;81;6;-3.6785183391576894
124;85;6;-4.318784448235335
125;86;6;-3.1519141158152726
126;89;6;-4.4088938067210295
127;90;6;-3.169744682821303
130;96;6;-3.4790077255749856
132;100;6;-3.7078776044060295
138;112;6;-4.410223580905223
140;116;6;-4.766130506310298
82;1;7;-4.5734513108004595
83;2;7;-4.367838840843577
115;66;7;-5.3503281232927185
84;3;7;-4.123498359352666
116;67;7;-5.021093648992068
117;68;7;-3.996734676679911
85;6;7;-4.810832234995918
86;7;7;-4.239725006163484
118;71;7;-5.066669617707592
119;72;7;-3.789508314441519
87;11;7;-4.487485099405365
88;12;7;-4.341123988928472
120;76;7;-5.042261454958157
121;77;7;-4.3196277897576465
89;15;7;-4.576417793929768
90;16;7;-4.3011818974815785
123;81;7;-4.9915116523387795
91;19;7;-5.939929411788454
93;21;7;-4.819952925761285
124;85;7;-5.985288882416715
125;86;7;-4.45632738155607
95;25;7;-5.013509665498065
127;90;7;-4.6601310176980215
130;96;7;-5.352898276246079
132;100;7;-5.625942725772611
102;39;7;-5.566267600128354
106;49;7;-5.775450933269884
107;50;7;-4.273251101033776
108;53;7;-5.732614651043522
109;54;7;-4.205085838100726
110;57;7;-5.843542970916051
111;58;7;-5.552430286995783
112;59;7;-4.010316705947107
113;62;7;-5.389568668953761
114;63;7;-3.86390109596529
82;1;8;-4.097278954685074
83;2;8;-4.226260763554942
84;3;8;-4.009008515118404
148;132;8;-5.9758697833832235
117;68;8;-5.294233702986914
85;6;8;-4.780711985835285
86;7;8;-4.233176407514396
119;72;8;-5.202628492237402
87;11;8;-4.17618048549795
88;12;8;-3.730730704483757
120;76;8;-5.071619460350797
121;77;8;-3.9928841598563203
89;15;8;-4.461009854530741
90;16;8;-3.7383513121911274
122;80;8;-4.9462404138578835
123;81;8;-3.951059516446011
93;21;8;-4.1566851971392795
124;85;8;-5.951803138624174
125;86;8;-4.00632157369929
95;25;8;-4.286135526511196
127;90;8;-4.388088680941208
98;30;8;-5.430612346579426
130;96;8;-5.975160143867471
100;34;8;-5.515955037345351
102;39;8;-4.779467427350432
104;43;8;-5.47640604702808
138;112;8;-5.122980648750261
107;50;8;-3.799643870024681
140;116;8;-5.042980184662025
109;54;8;-3.8049025515723467
112;59;8;-3.9457804576268414
114;63;8;-3.9894763619562577
82;1;9;-4.764719409499351
83;2;9;-4.883153348712317
115;66;9;-5.7285984783352575
84;3;9;-4.743346485530183
117;68;9;-5.2517103039832
85;6;9;-4.983631284511801
86;7;9;-4.698496067797962
119;72;9;-5.1181764077148255
87;11;9;-4.874449784704676
88;12;9;-4.501315557319627
120;76;9;-4.502411902715465
121;77;9;-4.113758932478514
89;15;9;-5.261534496891884
90;16;9;-4.530846165429552
122;80;9;-4.502060086915526
123;81;9;-4.03881507237111
93;21;9;-5.18508602326217
124;85;9;-5.4444595718420254
125;86;9;-4.504842742152707
95;25;9;-5.365854253532961
127;90;9;-4.750813137294981
130;96;9;-5.447952050071296
132;100;9;-5.5551073926903625
102;39;9;-5.869496599889084
138;112;9;-5.535510906517129
107;50;9;-4.582697515507929
140;116;9;-5.9899152410793075
109;54;9;-4.5469258848763285
111;58;9;-5.856391074915469
112;59;9;-4.518636698906226
113;62;9;-5.755217500745585
114;63;9;-4.441062232275478
82;1;10;-4.554757723478461
83;2;10;-3.7323868415386396
84;3;10;-3.974926817362877
117;68;10;-5.921928351561713
85;6;10;-3.041743480575007
86;7;10;-3.362478018309805
119;72;10;-5.930136648443055
87;11;10;-4.708238359706366
88;12;10;-4.411131517030681
121;77;10;-5.271224011778534
89;15;10;-5.0947374586835075
90;16;10;-4.440499205204613
123;81;10;-5.262351451455943
93;21;10;-5.152632783079894
125;86;10;-4.782533680760257
95;25;10;-5.343117629689985
127;90;10;-5.256588850616496
102;39;10;-5.332076792021799
104;43;10;-5.73282588799051
107;50;10;-4.6710149619448496
109;54;10;-4.636578345613964
112;59;10;-4.763730455854542
114;63;10;-4.769386647014053
82;1;11;-4.573854951927932
83;2;11;-4.100447670109317
84;3;11;-4.249796399407386
117;68;11;-4.693469397783442
85;6;11;-3.573010330706918
86;7;11;-3.7240345209601546
119;72;11;-4.9350155872276105
87;11;11;-4.4719422570507685
88;12;11;-4.1968241685813155
120;76;11;-5.093504959249608
121;77;11;-3.969493820439966
89;15;11;-4.425380763767683
90;16;11;-4.007293068505428
122;80;11;-5.283769689086451
123;81;11;-4.105570016419745
93;21;11;-3.8918239356244215
124;85;11;-5.424733609263107
125;86;11;-3.9499424985805707
95;25;11;-3.948563192872141
126;89;11;-5.732312511959308
127;90;11;-4.239303203737524
98;30;11;-4.547765909786218
130;96;11;-5.607424095079453
100;34;11;-4.510976064258419
132;100;11;-5.652706077661964
102;39;11;-4.416778091791192
104;43;11;-5.156872199111353
138;112;11;-5.516732396514179
106;49;11;-5.983640015192825
107;50;11;-3.7939448972506677
140;116;11;-5.507215152958024
109;54;11;-3.7862814960850475
112;59;11;-3.8111282978184446
114;63;11;-3.8370041980148604
82;1;12;-4.416048577507001
83;2;12;-4.812368256061231
84;3;12;-4.467637022313289
117;68;12;-4.692111099626506
85;6;12;-4.928732527485053
86;7;12;-4.516707922633615
119;72;12;-4.933813889315255
87;11;12;-4.272372501960816
88;12;12;-4.188830430802968
120;76;12;-5.091729476559186
121;77;12;-3.9657892134252837
89;15;12;-4.2700627917540155
90;16;12;-3.999706851399503
122;80;12;-5.282161120761784
123;81;12;-4.101963842379977
91;19;12;-4.817975256551423
92;20;12;-4.957568438857244
93;21;12;-3.888298178072773
124;85;12;-5.423217153370273
125;86;12;-3.9445160703125963
94;24;12;-5.331084574577582
95;25;12;-3.9455337375404587
126;89;12;-5.730996306194981
127;90;12;-4.234688728959667
98;30;12;-4.546759985403796
130;96;12;-5.604928660590918
100;34;12;-4.510051609328477
132;100;12;-5.6503763127360145
102;39;12;-4.414716962348526
104;43;12;-5.155535647533182
138;112;12;-5.515060295803111
106;49;12;-4.894672456184215
107;50;12;-3.788282176206923
140;116;12;-5.505993883977421
108;53;12;-5.110663065968428
109;54;12;-3.7807352920602897
110;57;12;-5.66530478195152
111;58;12;-5.866192810841175
112;59;12;-3.806671825476563
114;63;12;-3.832758036878243
82;1;13;-3.909585745476798
83;2;13;-4.3772719207659225
84;3;13;-4.007551704777693
85;6;13;-5.1748140552723125
86;7;13;-4.480029371752766
87;11;13;-3.7481712309455544
88;12;13;-3.530832483399945
89;15;13;-3.7429055988555864
90;16;13;-3.372435496331546
91;19;13;-4.315133190125132
92;20;13;-4.535971336383178
93;21;13;-3.433917613608954
94;24;13;-4.9829233025226465
95;25;13;-3.526337174859014
98;30;13;-4.328344270650499
100;34;13;-4.362111963847243
102;39;13;-3.9063993025468284
104;43;13;-4.4424571365469205
106;49;13;-4.235010745857481
107;50;13;-3.2229597403842822
108;53;13;-4.215558347164322
109;54;13;-3.22121932180398
110;57;13;-4.253042600898333
111;58;13;-4.339018840469918
112;59;13;-3.272164665074885
113;62;13;-4.483853394377556
114;63;13;-3.283918428097309
115;66;13;-4.735735212073243
116;67;13;-5.186786319257876
117;68;13;-4.012083538152085
119;72;13;-4.112968027794652
120;76;13;-4.15051949535151
121;77;13;-3.3790143394278807
122;80;13;-4.53889120165965
123;81;13;-3.4698941134053323
124;85;13;-3.9599695081109747
125;86;13;-3.422593276144609
126;89;13;-4.642301535928484
127;90;13;-3.6528073561894563
130;96;13;-4.999421635164638
132;100;13;-5.127568753662366
138;112;13;-5.349544489496811
140;116;13;-5.374876688677164
82;1;14;-3.9054576825808742
83;2;14;-4.575708928282795
84;3;14;-4.2890419617178175
85;6;14;-5.487831182633838
86;7;14;-4.626432882966747
87;11;14;-3.709866491528481
88;12;14;-3.6989576267770374
89;15;14;-3.699701757345183
90;16;14;-3.4868272450975977
91;19;14;-4.482378437714447
92;20;14;-4.648916932461362
93;21;14;-3.5501829339939883
94;24;14;-5.003226033208057
95;25;14;-3.64987240544478
96;28;14;-5.862208288128121
98;30;14;-4.74305905069509
100;34;14;-5.00549046620297
101;38;14;-5.83445826269339
102;39;14;-4.0498030784022125
104;43;14;-4.631230452461645
106;49;14;-4.404977473534187
107;50;14;-3.3535255764817142
108;53;14;-4.393331034747805
109;54;14;-3.3803576429358695
110;57;14;-4.442107878039908
111;58;14;-4.566428475131137
112;59;14;-3.5702954662111974
113;62;14;-4.757522647033669
114;63;14;-3.6832676861445695
115;66;14;-5.067093836219831
116;67;14;-5.461654655478497
117;68;14;-4.843350251322391
119;72;14;-5.285479073440673
120;76;14;-4.60079240206381
121;77;14;-4.117316402563438
122;80;14;-5.4354448298223605
123;81;14;-4.133385704900926
124;85;14;-3.699971872305363
125;86;14;-3.2972371292171023
126;89;14;-4.1140259395941
127;90;14;-3.403184384453795
130;96;14;-4.479070185549254
132;100;14;-4.580150248255018
138;112;14;-5.096252904426464
140;116;14;-5.600406748511604
82;1;15;-4.224917445099736
83;2;15;-4.060117372456004
115;66;15;-4.720685427496274
84;3;15;-4.116116648415929
116;67;15;-5.13180291341527
117;68;15;-4.5818458659463825
85;6;15;-4.1041659432045785
86;7;15;-3.8532352046272504
119;72;15;-5.06041371987544
87;11;15;-4.108810868574002
88;12;15;-3.790790227530356
120;76;15;-3.5864880277437066
121;77;15;-3.3691793439486277
89;15;15;-4.220384646573434
90;16;15;-3.6525644323650925
122;80;15;-3.9384251468359435
123;81;15;-3.6008319510899627
91;19;15;-5.241626465549027
92;20;15;-5.65166120684999
93;21;15;-4.142793737242892
124;85;15;-3.1799318273109387
125;86;15;-3.0409397095419317
95;25;15;-4.417953406685532
126;89;15;-3.165206107541171
127;90;15;-2.863878424624845
130;96;15;-3.5094433791804747
132;100;15;-3.579018337153034
102;39;15;-5.046788131910391
104;43;15;-5.676635375340397
138;112;15;-3.9422338363267073
106;49;15;-4.930860498825523
107;50;15;-3.5664857706496234
140;116;15;-4.305261980176654
108;53;15;-4.719389201653591
109;54;15;-3.5393987417213504
110;57;15;-4.577041216987637
111;58;15;-4.596879667418499
112;59;15;-3.6194757530581216
113;62;15;-4.64278110174606
114;63;15;-3.645018755738181
82;1;16;-4.106590423746313
83;2;16;-3.974874597047042
84;3;16;-3.82408430583877
117;68;16;-5.3795229902866835
85;6;16;-3.90886447796259
86;7;16;-3.6236975841838124
119;72;16;-5.966813183070979
87;11;16;-4.030366417942232
88;12;16;-3.889415249615926
120;76;16;-4.906131007341241
121;77;16;-4.136604911282581
89;15;16;-4.159056641732488
90;16;16;-3.8693470996499415
122;80;16;-5.254956173503884
123;81;16;-4.284749043388298
91;19;16;-5.596411572650477
92;20;16;-5.961620486896751
93;21;16;-4.406773769150403
124;85;16;-4.7449310454906035
125;86;16;-3.5997956665182365
95;25;16;-4.778704444388209
126;89;16;-5.321175768224931
127;90;16;-3.810397431188148
98;30;16;-5.755861823353001
130;96;16;-4.523164967838258
100;34;16;-5.465340952525804
132;100;16;-4.605639320523515
102;39;16;-5.738833596458086
138;112;16;-5.033306055733245
106;49;16;-5.42013284765365
107;50;16;-3.7758888036571983
140;116;16;-5.43686801400651
108;53;16;-5.375523313978076
109;54;16;-3.7053244843736057
110;57;16;-5.474486333351482
111;58;16;-5.540537929393722
112;59;16;-3.8501266621521735
113;62;16;-5.704957139419749
114;63;16;-3.9702317959353834
82;1;17;-2.9796454912803827
83;2;17;-2.8712806756774687
84;3;17;-2.697639588534431
85;6;17;-3.2129420415672887
86;7;17;-2.7733853768388976
87;11;17;-2.9740858070042235
88;12;17;-2.6205231203619044
89;15;17;-3.1712374425290983
90;16;17;-2.584933036445378
91;19;17;-4.7304829259945596
92;20;17;-4.94240197309251
93;21;17;-3.0396094830823985
94;24;17;-5.361019971283064
95;25;17;-3.1635027354426537
97;29;17;-5.869558478472026
98;30;17;-4.080470352667779
100;34;17;-4.016943830276216
101;38;17;-5.79875143906884
102;39;17;-3.6223121478943705
104;43;17;-4.15979864584056
106;49;17;-4.60818519656476
107;50;17;-2.6133273951160114
108;53;17;-4.553600526134655
109;54;17;-2.6241766129585447
110;57;17;-4.55698879074793
111;58;17;-4.437627791419737
112;59;17;-2.7736738910582392
113;62;17;-4.378174117564995
114;63;17;-2.790085344220987
115;66;17;-4.363644480692999
116;67;17;-4.664101458550748
117;68;17;-3.827663390898498
118;71;17;-5.344931663704351
119;72;17;-3.8203941890417172
120;76;17;-2.9812723952517013
121;77;17;-2.8550987571309623
122;80;17;-3.4765225794409296
123;81;17;-3.014811482104173
124;85;17;-4.1278393787621
125;86;17;-2.830507374059792
126;89;17;-4.96551829322766
127;90;17;-3.2302840551604666
130;96;17;-4.017977235624837
132;100;17;-4.102029717148882
138;112;17;-4.42066192385608
140;116;17;-4.737350480344272
82;1;18;-2.0092048035053094
83;2;18;-1.9416899400605863
84;3;18;-1.8809641074185195
85;6;18;-2.154463244280682
86;7;18;-1.9093598476350038
87;11;18;-2.1604432299158893
88;12;18;-2.044562891367025
89;15;18;-2.5186902712313874
90;16;18;-2.134661043695489
91;19;18;-3.8332406967318216
92;20;18;-4.0572384923513205
93;21;18;-2.8551280778603894
94;24;18;-4.494678480512459
95;25;18;-2.977719282078745
96;28;18;-5.624755487424815
97;29;18;-5.869533937870514
98;30;18;-3.9949349296127106
100;34;18;-3.9959729884269635
101;38;18;-5.609569761260458
102;39;18;-3.384812580658007
103;42;18;-5.951094860648861
104;43;18;-3.9660502916686915
106;49;18;-3.7306346419912435
107;50;18;-2.3839337056604113
108;53;18;-3.7664563741374657
109;54;18;-2.401556678674377
110;57;18;-4.05981747391836
111;58;18;-4.230120487505561
112;59;18;-2.612318475793003
113;62;18;-4.5066601191053275
114;63;18;-2.65628864928349
115;66;18;-4.980670469447284
116;67;18;-5.486297076455881
117;68;18;-3.82661605894407
118;71;18;-5.848086528416697
119;72;18;-3.8201868568847774
120;76;18;-4.3597274454572315
121;77;18;-3.0306438660436745
122;80;18;-4.385509923716021
123;81;18;-3.0141220541532094
124;85;18;-3.667554590850023
125;86;18;-2.4730659094535605
126;89;18;-4.004385599918613
127;90;18;-2.6300300184504897
130;96;18;-3.1953551293375155
132;100;18;-3.538616963077835
138;112;18;-4.907023151703508
140;116;18;-5.314636314043708
82;1;19;-4.117218677680593
83;2;19;-3.729773649729396
84;3;19;-3.504466279688293
117;68;19;-5.557941750621089
85;6;19;-3.975923912443563
86;7;19;-3.4043879875781005
119;72;19;-5.70551121243527
87;11;19;-4.3520453410786395
88;12;19;-3.6830779785817045
120;76;19;-5.909520496071237
121;77;19;-4.631304041781433
89;15;19;-4.682084381617637
90;16;19;-3.689889374862438
123;81;19;-5.025146065924657
93;21;19;-4.376341394762338
124;85;19;-5.394031584101635
125;86;19;-3.8288818546685413
95;25;19;-4.549984967715738
126;89;19;-5.542036656102914
127;90;19;-4.221163151068159
130;96;19;-4.833220368622306
132;100;19;-4.9188524689490265
102;39;19;-5.056168449014619
104;43;19;-5.668750572666661
138;112;19;-5.658826455188543
107;50;19;-3.7471414288562293
109;54;19;-3.6926368089929373
112;59;19;-3.9585257861733227
114;63;19;-4.03707810195538
82;1;20;-3.8512635677242213
83;2;20;-4.0407106335196445
84;3;20;-3.6564494106853833
85;6;20;-4.054035422586584
86;7;20;-3.6491757455148552
87;11;20;-3.9964183981208117
88;12;20;-3.3218133064298265
120;76;20;-5.6041859648576535
121;77;20;-4.088333333270194
89;15;20;-4.5237712442070315
90;16;20;-3.399830267100354
122;80;20;-5.469520615969971
123;81;20;-3.8859736981132693
93;21;20;-4.61036820918613
124;85;20;-4.7230700892398625
125;86;20;-3.37370282638454
95;25;20;-4.879881618708958
126;89;20;-4.975906380440173
127;90;20;-3.5024809307692446
130;96;20;-4.405990125198161
132;100;20;-4.469558683145375
102;39;20;-5.603110537319365
138;112;20;-4.818887808253838
107;50;20;-3.686512850840585
140;116;20;-5.171240433726501
109;54;20;-3.7212974771176808
112;59;20;-4.115421183384631
114;63;20;-4.197243272973098
82;1;21;-3.7130203676216462
83;2;21;-3.7310929854770936
84;3;21;-3.4309639579770597
117;68;21;-4.919975919406462
85;6;21;-3.433179711438109
86;7;21;-3.1456199580885045
119;72;21;-5.073144801469438
87;11;21;-3.91944111082448
88;12;21;-3.326013345131887
